Customer_ID,Loan_ID,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Savings_Account_Balance,Loan_Type,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Pct,EMI_Amount,Pay_History,Delinquency_12M,Credit_Card_Utilization,Behavior_Spending_Score,Behavior_Repayment_Score,No_of_Open_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Oldest_Trade_Open_Months,Outstanding_Loans,Avg_Balance_6M,Bounce_Count_6M,Transaction_Count_3M,Max_DPD_12M,Missed_Payment_Count,Collateral_Value,LTV_Ratio,NPA_Flag,Default,Default_Date,Disbursal_Date,Loan_Status,Avg_Balance_3M,Salary_Credit_Frequency,Avg_Monthly_Salary_Credit,Monthly_Spend,Cash_Withdrawal_3M,Merchant_Spend_Pct,Negative_Balance_Days,UPI_Txn_Count_3M,ECS_Mandate_Count,Paid_On_Time_Pct,Late_Payment_Count_12M,Max_DPD_3M,Max_DPD_6M,Current_DPD_Bucket,Prev_DPD_Bucket,Prepayment_Count,Total_EMI_Paid,Collateral_Type,Property_Type,Vehicle_Age_Years,Collateral_Location_Tier,Collateral_Insurance,No_of_Closed_Accounts,No_of_Inquiries_12M,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Newest_Trade_Open_Months
769,LOAN00769,27,1009419,26,Married,Graduate,10,523319,Business Loan,1424053,12,21.26,132776,Good,1,0.28,96,69,14,2269347,1636154,0.72,3,1,0,0,0,56,5,642027,1,164,0,0,1768718.782966041,0.81,0,0,,2021-11-13,Active,632509,Monthly,95608,69064,85439,0.4572,1,31,6,0.9532,1,0,0,Current,Current,0,19,Property,Residential,,Tier-1,Yes,5,4,53,2226534,58
770,LOAN00770,58,2327760,27,Married,Graduate,9,687386,Personal Loan,1402918,84,18.26,29700,Good,1,0.1,32,99,6,148371,126896,0.86,2,1,0,0,0,295,3,409929,1,30,0,0,,,0,0,,2020-01-04,Active,456687,Monthly,103992,59782,84996,0.3686,1,76,8,0.9806,0,0,0,Current,Current,2,6,,,,,,8,5,21,105213,40
771,LOAN00771,30,1834002,20,Married,Graduate,18,615196,Business Loan,1323520,12,15.15,119552,Average,1,0.41,38,67,3,2332245,1957845,0.84,1,0,0,0,0,227,3,530425,0,166,0,0,1344894.349940206,0.98,0,0,,2021-04-07,Active,541269,Monthly,157844,100551,94838,0.7392,2,72,2,0.8751,1,0,0,Current,Current,4,56,Property,Residential,,Tier-2,Yes,8,2,59,2527608,7
772,LOAN00772,33,719087,23,Married,High School,6,527487,Education Loan,187339,36,20.08,6969,Good,0,0.35,66,97,11,925767,218987,0.24,1,1,0,0,0,249,3,508052,1,58,0,0,,,0,0,,2021-04-14,Active,588804,Bi-Monthly,206131,183747,54528,0.4577,1,72,8,0.87,1,0,0,Current,Current,1,25,,,,,,9,2,32,834815,55
773,LOAN00773,63,2405337,14,Married,Graduate,2,631532,Personal Loan,1442822,48,8.86,35808,Good,1,0.21,10,92,7,2061497,305783,0.15,2,0,0,0,0,94,2,692054,0,196,0,0,,,0,0,,2021-07-14,Active,800862,Bi-Monthly,164217,88674,36160,0.4164,4,40,6,0.8474,1,0,0,Current,Current,4,50,,,,,,6,6,28,2084151,33
774,LOAN00774,57,430250,22,Single,Graduate,12,238838,Personal Loan,137286,84,9.07,2213,Good,1,0.09,19,76,5,2893258,2207053,0.76,3,1,0,0,0,51,0,258144,1,193,0,0,,,0,0,,2021-09-08,Active,261288,Bi-Monthly,25937,21867,90859,0.7036,1,7,5,0.8211,0,0,0,Current,Current,3,42,,,,,,2,3,18,3409955,33
775,LOAN00775,30,458764,9,Married,Graduate,20,42944,Education Loan,1820539,12,10.17,160198,Poor,5,0.86,91,21,1,400784,132489,0.33,8,1,1,1,3,55,4,11195,3,29,90,7,,,1,1,2022-08-03,2021-11-29,Default,11525,Monthly,157669,85761,21222,0.6573,20,67,5,0.182,9,60,60,90+ DPD,90+ DPD,2,52,,,,,,1,10,9,480242,59
776,LOAN00776,37,719195,21,Married,Graduate,11,331214,Home Loan,1775721,48,11.7,46500,Good,1,0.21,25,70,5,1120001,634212,0.57,3,0,0,0,0,258,5,643537,1,137,0,0,2284766.488579824,0.78,0,0,,2022-07-02,Active,632281,Bi-Monthly,119228,75313,32298,0.5997,3,33,9,0.8996,1,0,0,Current,Current,0,26,Property,Commercial,,Tier-3,Yes,8,3,38,955781,41
777,LOAN00777,43,1761558,2,Single,High School,5,642916,Business Loan,1170592,36,17.93,42278,Good,0,0.19,61,74,9,2606843,2301586,0.88,3,0,0,0,0,132,1,339236,1,89,0,0,1582045.121473362,0.74,0,0,,2022-02-03,Active,364937,Monthly,35754,27247,94392,0.4691,4,64,6,0.8229,0,0,0,Current,Current,4,43,Property,Commercial,,Tier-1,Yes,9,3,41,1589206,7
778,LOAN00778,50,1207835,27,Single,Graduate,1,338845,Business Loan,1327520,12,15.45,120101,Good,1,0.1,89,75,9,467470,116464,0.25,3,1,0,0,0,126,5,159978,0,65,0,0,1564278.404038846,0.85,0,0,,2020-11-06,Active,171647,Monthly,95990,48138,71397,0.2643,3,4,4,0.9207,0,0,0,Current,Current,2,56,Property,Commercial,,Tier-1,Yes,0,4,16,436472,46
779,LOAN00779,62,1261681,7,Divorced,Postgraduate,23,751275,Personal Loan,228912,24,13.96,10986,Good,1,0.34,75,61,5,819652,327766,0.4,2,1,0,0,0,78,5,459006,0,194,0,0,,,0,0,,2022-08-23,Active,486655,Monthly,242993,195346,58486,0.4972,1,7,9,0.8727,0,0,0,Current,Current,3,39,,,,,,2,3,55,779241,58
780,LOAN00780,59,1777394,19,Married,Postgraduate,19,165561,Personal Loan,1761408,36,18.96,64530,Good,1,0.18,34,69,9,1669802,1325954,0.79,3,0,0,0,0,110,1,600565,1,92,0,0,,,0,0,,2021-04-23,Active,495430,Monthly,100189,64350,53038,0.181,2,27,6,0.8912,0,0,0,Current,Current,3,40,,,,,,6,5,38,1503659,15
781,LOAN00781,63,1963465,0,Married,Graduate,3,154293,Home Loan,614568,84,12.44,10993,Average,0,0.47,23,94,11,2988772,1852992,0.62,1,0,0,0,0,114,3,541154,0,119,0,0,702784.4066315162,0.87,0,0,,2022-05-13,Active,641501,Monthly,184217,154163,46665,0.4758,0,69,2,0.902,0,0,0,Current,Current,2,54,Property,Commercial,,Tier-2,Yes,1,3,14,2377371,28
782,LOAN00782,22,1136093,4,Married,High School,1,578611,Auto Loan,598000,36,9.2,19071,Good,1,0.39,74,99,13,919387,781517,0.85,2,1,0,0,0,226,4,255154,0,76,0,0,697506.1538870322,0.86,0,0,,2021-04-30,Active,238375,Monthly,65885,61856,89635,0.696,1,2,6,0.8621,0,0,0,Current,Current,0,21,Vehicle,,1.0,Tier-2,Yes,0,2,52,833968,7
783,LOAN00783,31,2494868,29,Married,Graduate,3,616026,Home Loan,1445616,84,13.55,26732,Good,1,0.05,46,57,7,1187248,718730,0.61,3,0,0,0,0,248,2,640994,1,142,0,0,1578555.496866799,0.92,0,0,,2020-11-19,Active,575924,Monthly,223027,153313,41145,0.4605,4,12,9,0.937,0,0,0,Current,Current,2,32,Property,Commercial,,Tier-2,Yes,9,3,21,1037450,43
784,LOAN00784,45,1396638,25,Married,Graduate,9,549647,Auto Loan,1883879,72,18.73,43748,Good,0,0.33,97,87,3,2397531,822007,0.34,3,0,0,0,0,143,4,56956,1,65,0,0,2357316.793884804,0.8,0,0,,2021-12-23,Active,50373,Monthly,207217,106405,47942,0.1479,0,39,6,0.902,0,0,0,Current,Current,2,44,Vehicle,,7.0,Tier-1,Yes,0,3,44,2784216,9
785,LOAN00785,23,652856,6,Single,Graduate,20,260077,Home Loan,1038741,72,14.64,21761,Good,1,0.17,68,65,1,403992,300605,0.74,2,0,0,0,0,104,5,627150,1,85,0,0,1460116.945355144,0.71,0,0,,2021-12-28,Active,519100,Irregular,56723,50029,8475,0.1219,1,65,7,0.8883,0,0,0,Current,Current,0,55,Property,Residential,,Tier-3,Yes,2,5,44,438864,26
786,LOAN00786,36,314077,3,Married,Postgraduate,3,27121,Business Loan,1064279,72,21.68,26539,Good,0,0.06,10,84,2,1016465,719058,0.71,1,1,0,0,0,138,3,152736,0,146,0,0,1364413.488104052,0.78,0,0,,2020-04-30,Active,150111,Monthly,178970,111598,11460,0.7023,0,12,6,0.8819,0,0,0,Current,Current,0,48,Property,Residential,,Tier-2,Yes,9,5,50,788352,39
787,LOAN00787,27,745291,24,Married,High School,20,270764,Personal Loan,1142248,60,19.99,30256,Good,0,0.36,32,82,0,982455,832036,0.85,3,0,0,0,0,57,5,188201,1,58,0,0,,,0,0,,2020-03-16,Active,153689,Bi-Monthly,234384,132866,20409,0.257,2,60,8,0.8047,0,0,0,Current,Current,1,25,,,,,,1,3,50,883822,50
788,LOAN00788,62,1820406,29,Single,High School,0,383971,Home Loan,653164,72,19.07,15295,Average,1,0.15,77,94,8,1233222,593097,0.48,2,0,0,0,0,26,4,240577,0,161,0,0,787139.5305304154,0.83,0,0,,2022-01-27,Active,207945,Monthly,228053,204254,29961,0.468,3,39,0,0.9542,1,0,0,Current,Current,1,47,Property,Residential,,Tier-3,Yes,7,2,59,1105259,19
789,LOAN00789,23,1486763,5,Married,High School,18,341948,Personal Loan,1233502,24,18.82,62071,Good,0,0.5,73,86,3,1741926,874919,0.5,3,1,0,0,0,74,4,313055,1,196,0,0,,,0,0,,2020-05-16,Active,251104,Monthly,185986,112454,29158,0.6438,0,58,8,0.9933,0,0,0,Current,Current,2,36,,,,,,5,6,16,1493706,54
790,LOAN00790,27,1043227,19,Single,High School,7,739197,Personal Loan,1925870,72,16.14,41924,Average,0,0.34,76,92,3,703777,252697,0.36,2,0,0,0,0,13,5,62050,0,146,0,0,,,0,0,,2021-04-04,Active,53975,Irregular,187822,145069,66684,0.2772,0,57,9,0.8262,0,0,0,Current,Current,3,27,,,,,,5,5,29,380494,2
791,LOAN00791,29,1359025,8,Married,Postgraduate,24,693701,Personal Loan,826995,12,20.62,76853,Average,0,0.15,31,91,10,1204766,379509,0.32,3,1,0,0,0,16,1,511264,0,85,0,0,,,0,0,,2021-04-04,Active,612544,Monthly,135164,83030,55131,0.6162,4,73,0,0.8579,0,0,0,Current,Current,0,28,,,,,,8,6,29,1203339,10
792,LOAN00792,27,2143874,22,Married,Graduate,11,624527,Education Loan,1568863,72,16.26,34256,Good,1,0.54,32,84,4,2754703,2471580,0.9,1,1,0,0,0,76,0,117935,1,52,0,0,,,0,0,,2021-03-15,Active,119890,Irregular,54322,44576,420,0.1527,1,4,7,0.9694,0,0,0,Current,Current,4,45,,,,,,0,1,30,2787454,8
793,LOAN00793,46,1557453,12,Married,High School,6,37203,Home Loan,1570401,60,13.22,35908,Good,0,0.32,28,73,12,2494610,2199758,0.88,2,0,0,0,0,270,0,118650,0,120,0,0,2150305.438560756,0.73,0,0,,2021-04-04,Active,98106,Bi-Monthly,25320,20051,51671,0.624,0,48,5,0.9417,1,0,0,Current,Current,4,2,Property,Residential,,Tier-2,Yes,0,6,23,2092801,45
794,LOAN00794,37,433390,3,Married,Graduate,6,147469,Personal Loan,1716582,72,10.74,32445,Poor,5,0.62,72,38,2,2870968,1503575,0.52,8,3,2,1,3,60,3,88994,7,98,90,7,,,1,1,2023-12-27,2022-08-08,Default,91277,Monthly,87461,63770,8213,0.1448,10,36,3,0.3114,10,60,90,90+ DPD,61-90 DPD,0,57,,,,,,1,11,8,3247354,22
795,LOAN00795,61,280876,9,Divorced,Graduate,20,186542,Auto Loan,1474716,60,19.38,38563,Poor,7,0.66,11,20,5,2062508,1782148,0.86,3,4,1,2,2,210,2,10796,6,63,90,6,1979310.08201131,0.75,1,1,2023-11-19,2021-05-20,Default,11231,Bi-Monthly,78232,58655,54286,0.294,22,27,1,0.3192,7,90,90,90+ DPD,90+ DPD,0,12,Vehicle,,0.0,Tier-1,Yes,4,3,7,2451797,2
796,LOAN00796,32,1360511,16,Married,Graduate,10,504914,Auto Loan,1850751,36,13.2,62537,Average,0,0.53,83,71,0,1767615,680398,0.38,0,0,0,0,0,49,3,62280,1,86,0,0,2467169.053561012,0.75,0,0,,2022-05-17,Active,63468,Bi-Monthly,230179,138627,5014,0.2797,4,59,3,0.9834,0,0,0,Current,Current,4,41,Vehicle,,5.0,Tier-3,Yes,9,0,55,1889649,47
797,LOAN00797,44,754222,23,Married,High School,8,82775,Home Loan,1457168,36,19.07,53465,Poor,4,0.93,35,8,8,679679,530146,0.78,3,3,2,2,2,142,8,10095,9,194,90,4,2132175.817303624,0.68,1,1,2022-08-18,2021-04-20,Default,9432,Irregular,212910,108555,7646,0.724,21,47,6,0.3599,9,60,90,90+ DPD,61-90 DPD,2,55,Property,Commercial,,Tier-1,No,0,6,13,781293,17
798,LOAN00798,50,2171103,0,Married,Graduate,18,251101,Personal Loan,1954696,60,21.76,53720,Good,1,0.26,53,68,1,518662,315291,0.61,1,1,0,0,0,184,0,454668,0,50,0,0,,,0,0,,2021-04-16,Active,483265,Monthly,94657,81435,82611,0.4741,1,35,5,0.9359,1,0,0,Current,Current,2,13,,,,,,4,4,38,436325,41
799,LOAN00799,48,1582552,28,Single,High School,13,106124,Personal Loan,1459089,48,13.58,39565,Average,1,0.28,32,80,3,1639617,1104532,0.67,0,1,0,0,0,170,4,585324,1,66,0,0,,,0,0,,2021-10-03,Active,501648,Monthly,107211,96509,977,0.6902,0,55,0,0.9624,1,0,0,Current,Current,2,36,,,,,,4,3,34,1869112,33
800,LOAN00800,56,1965096,19,Single,Postgraduate,16,275970,Personal Loan,1690125,36,12.77,56759,Good,1,0.19,48,67,11,1244403,839427,0.67,1,0,0,0,0,241,2,331677,0,82,0,0,,,0,0,,2020-08-21,Active,294471,Monthly,190941,162307,97248,0.5076,2,45,3,0.8191,0,0,0,Current,Current,4,32,,,,,,1,3,44,1436686,7
801,LOAN00801,29,1587420,26,Married,High School,11,637957,Home Loan,1791680,48,10.38,45769,Good,0,0.13,78,70,13,2373219,1444490,0.61,0,1,0,0,0,80,4,637987,1,184,0,0,2598291.993781559,0.69,0,0,,2022-08-12,Active,764237,Monthly,176003,144070,46315,0.6648,4,29,0,0.9869,1,0,0,Current,Current,0,3,Property,Residential,,Tier-2,Yes,3,2,53,2222512,36
802,LOAN00802,43,1059614,27,Single,Graduate,1,789524,Personal Loan,1968469,48,14.65,54435,Good,0,0.34,27,86,8,78479,61359,0.78,3,1,0,0,0,224,0,345988,0,84,0,0,,,0,0,,2022-07-20,Active,334305,Monthly,223904,159501,82618,0.4859,3,26,3,0.9919,1,0,0,Current,Current,4,39,,,,,,2,6,32,47519,51
803,LOAN00803,56,1746134,4,Single,Postgraduate,0,754684,Auto Loan,1231246,24,17.16,60970,Good,0,0.5,61,69,14,2679139,1108120,0.41,3,1,0,0,0,124,1,149227,1,72,0,0,1727009.186617806,0.71,0,0,,2020-06-21,Active,128203,Bi-Monthly,188082,143460,19348,0.4149,1,20,9,0.9466,0,0,0,Current,Current,1,58,Vehicle,,7.0,Tier-2,Yes,1,3,37,1625206,22
804,LOAN00804,58,1667142,2,Single,High School,0,482723,Business Loan,1449425,60,12.38,32520,Average,0,0.42,15,59,11,553004,430984,0.78,1,0,0,0,0,136,0,634523,1,73,0,0,2161431.920990891,0.67,0,0,,2020-05-26,Active,562701,Monthly,179113,145302,46682,0.5606,3,23,7,0.9031,0,0,0,Current,Current,4,53,Property,Commercial,,Tier-3,Yes,5,2,55,459332,50
805,LOAN00805,48,1884475,23,Married,High School,14,90929,Personal Loan,1937437,36,14.8,66972,Average,1,0.1,26,55,11,1215085,299800,0.25,3,1,0,0,0,100,1,312827,0,190,0,0,,,0,0,,2020-12-23,Active,340872,Irregular,198399,101541,89168,0.3005,1,39,9,0.9208,1,0,0,Current,Current,2,55,,,,,,9,3,55,1233197,16
806,LOAN00806,49,716330,5,Single,Postgraduate,12,774823,Personal Loan,822455,24,15.52,40081,Good,1,0.25,71,89,14,1100857,286187,0.26,2,0,0,0,0,299,5,34161,0,83,0,0,,,0,0,,2020-07-09,Active,28917,Irregular,225607,155815,7709,0.7431,4,14,1,0.9297,0,0,0,Current,Current,3,29,,,,,,4,6,23,936802,17
807,LOAN00807,59,1711403,4,Married,Graduate,18,139299,Business Loan,326466,36,11.85,10819,Good,1,0.05,61,97,1,2777170,1871464,0.67,3,1,0,0,0,248,2,466618,1,86,0,0,394281.3171750014,0.83,0,0,,2020-03-15,Active,439363,Monthly,107941,64884,43091,0.7357,2,71,6,0.8308,1,0,0,Current,Current,0,43,Property,Residential,,Tier-2,Yes,6,6,23,2943508,11
808,LOAN00808,48,928033,14,Married,Graduate,22,229271,Auto Loan,1780126,12,8.33,155122,Good,0,0.2,65,85,3,2175245,1522897,0.7,0,1,0,0,0,142,2,244877,0,85,0,0,2323575.773410084,0.77,0,0,,2022-03-19,Active,228068,Monthly,77814,51668,12283,0.1509,4,46,3,0.859,1,0,0,Current,Current,1,14,Vehicle,,8.0,Tier-2,Yes,6,3,21,2259757,13
809,LOAN00809,62,2038534,27,Married,High School,4,779795,Auto Loan,1300722,60,11.02,28293,Good,1,0.38,30,57,6,156109,128296,0.82,0,1,0,0,0,224,1,581048,1,176,0,0,1926805.348299952,0.68,0,0,,2020-07-18,Active,517825,Monthly,229261,191926,35199,0.7418,1,50,4,0.8202,0,0,0,Current,Current,0,17,Vehicle,,2.0,Tier-1,Yes,8,2,13,100304,15
810,LOAN00810,26,2056754,23,Single,High School,23,413029,Business Loan,914119,72,19.24,21494,Good,1,0.2,28,80,9,2566435,820608,0.32,3,0,0,0,0,275,1,132654,1,147,0,0,1053800.219749931,0.87,0,0,,2021-01-03,Active,131424,Monthly,57154,37923,97064,0.2273,4,45,9,0.8741,0,0,0,Current,Current,2,55,Property,Commercial,,Tier-2,Yes,8,7,45,1521729,39
811,LOAN00811,36,738836,15,Married,Graduate,23,167535,Auto Loan,1462160,84,11.89,25725,Poor,7,0.67,48,8,14,2046239,296409,0.14,3,1,1,2,3,89,6,76932,3,127,90,4,2013204.622990833,0.73,1,1,2022-12-07,2022-09-14,Default,64934,Monthly,87205,72606,54400,0.5769,29,71,8,0.1083,7,90,90,90+ DPD,61-90 DPD,0,18,Vehicle,,7.0,Tier-1,Yes,9,7,7,2034133,8
812,LOAN00812,25,301205,5,Single,Postgraduate,15,162847,Auto Loan,162043,24,8.19,7342,Poor,5,0.61,21,34,1,250945,126972,0.51,2,4,1,1,3,101,4,62965,9,58,120,3,225123.2718012428,0.72,1,1,2023-08-08,2021-02-02,Default,61871,Irregular,51310,48094,33388,0.6762,10,65,6,0.112,11,120,120,90+ DPD,61-90 DPD,1,43,Vehicle,,2.0,Tier-1,Yes,8,5,7,181751,33
813,LOAN00813,24,1482516,10,Married,High School,13,81572,Home Loan,1006718,48,13.95,27484,Good,1,0.38,89,96,3,2356854,1886125,0.8,3,1,0,0,0,230,4,111425,1,40,0,0,1357138.261752542,0.74,0,0,,2020-02-09,Active,90593,Monthly,212294,194359,62860,0.2689,0,38,9,0.8743,1,0,0,Current,Current,2,52,Property,Residential,,Tier-2,Yes,9,7,21,2715043,16
814,LOAN00814,41,355303,20,Single,Postgraduate,4,266231,Education Loan,604395,48,17.55,17612,Good,0,0.49,34,92,4,150052,131621,0.88,1,1,0,0,0,89,4,421890,0,35,0,0,,,0,0,,2020-08-31,Active,501263,Monthly,230922,201473,28160,0.1789,1,27,4,0.9232,1,0,0,Current,Current,2,38,,,,,,9,4,37,166250,9
815,LOAN00815,30,1633632,4,Divorced,Graduate,4,762710,Auto Loan,647595,72,18.53,14964,Good,0,0.39,74,88,10,1304167,1025415,0.79,0,1,0,0,0,33,2,462600,0,73,0,0,832716.6564030771,0.78,0,0,,2020-08-01,Active,482005,Monthly,117688,104018,8196,0.6293,2,75,0,0.919,1,0,0,Current,Current,4,4,Vehicle,,8.0,Tier-3,Yes,7,3,52,1064026,49
816,LOAN00816,38,2010932,15,Single,High School,0,252882,Personal Loan,1941702,60,13.79,44968,Good,1,0.5,24,77,14,528186,259849,0.49,3,0,0,0,0,180,0,647735,1,162,0,0,,,0,0,,2021-07-10,Active,537638,Monthly,42893,29050,56523,0.4097,2,47,9,0.8945,1,0,0,Current,Current,3,57,,,,,,4,4,43,478723,32
817,LOAN00817,40,522625,0,Married,High School,16,716245,Auto Loan,1145071,72,16.01,24845,Good,0,0.45,68,81,14,82374,65133,0.79,1,0,0,0,0,65,4,227015,0,156,0,0,1223651.604357113,0.94,0,0,,2021-03-02,Active,198930,Irregular,73872,61255,74133,0.4407,0,63,1,0.9388,1,0,0,Current,Current,4,15,Vehicle,,2.0,Tier-1,Yes,3,5,37,90032,17
818,LOAN00818,48,530121,9,Single,High School,10,443491,Personal Loan,366820,72,18.44,8457,Good,0,0.33,28,96,11,1700593,461161,0.27,0,1,0,0,0,178,4,356051,0,160,0,0,,,0,0,,2020-03-17,Active,389726,Irregular,153142,122537,17876,0.6333,0,11,2,0.8302,1,0,0,Current,Current,2,59,,,,,,5,0,20,1887587,38
819,LOAN00819,62,900944,7,Married,Graduate,4,531465,Home Loan,793020,12,20.45,73631,Good,1,0.2,35,84,11,2076753,1738108,0.84,1,0,0,0,0,37,3,302353,0,140,0,0,884054.6928838218,0.9,0,0,,2020-10-19,Active,330371,Monthly,98993,93281,13757,0.2777,4,28,9,0.815,0,0,0,Current,Current,1,10,Property,Commercial,,Tier-2,Yes,8,4,25,1848065,54
820,LOAN00820,58,2157343,20,Married,Graduate,3,568336,Personal Loan,561038,36,16.96,19991,Average,1,0.2,47,81,6,1465067,810880,0.55,2,0,0,0,0,146,0,280409,1,112,0,0,,,0,0,,2021-04-13,Active,265265,Monthly,192519,146064,59787,0.168,1,21,8,0.8696,1,0,0,Current,Current,1,21,,,,,,7,5,49,1729276,17
821,LOAN00821,37,548988,27,Single,Graduate,1,188214,Auto Loan,1827335,60,17.67,46074,Poor,3,0.61,21,16,9,1060564,436412,0.41,8,3,3,2,2,76,5,53381,3,84,90,6,2606819.014864827,0.7,1,1,2023-02-21,2021-06-29,Default,45874,Irregular,203899,141382,38673,0.7704,14,35,0,0.2735,7,60,60,90+ DPD,90+ DPD,3,43,Vehicle,,6.0,Tier-3,Yes,5,8,2,917046,15
822,LOAN00822,35,2448167,4,Single,High School,16,46753,Home Loan,653414,48,9.38,16378,Good,0,0.08,21,99,2,1564758,884577,0.57,0,0,0,0,0,161,5,469379,0,150,0,0,705260.0815313896,0.93,0,0,,2021-02-21,Active,476124,Bi-Monthly,120440,105598,93558,0.5898,0,40,8,0.9906,1,0,0,Current,Current,4,4,Property,Commercial,,Tier-1,Yes,0,3,53,827405,41
823,LOAN00823,54,2220571,23,Single,Graduate,17,737001,Auto Loan,777905,48,13.89,21214,Average,1,0.52,77,91,7,497848,362038,0.73,2,1,0,0,0,72,1,135227,0,55,0,0,1034406.852066984,0.75,0,0,,2022-09-17,Active,123132,Monthly,161420,135158,35686,0.5565,1,79,7,0.9266,0,0,0,Current,Current,4,23,Vehicle,,3.0,Tier-1,No,2,2,37,445019,30
824,LOAN00824,26,1520634,19,Single,Graduate,15,390519,Auto Loan,734895,24,20.45,37564,Good,1,0.21,41,71,4,197436,57670,0.29,0,0,0,0,0,79,0,609023,0,32,0,0,779675.9604725688,0.94,0,0,,2021-05-06,Active,510801,Monthly,34655,19274,39232,0.3331,0,8,1,0.9157,1,0,0,Current,Current,1,54,Vehicle,,4.0,Tier-2,Yes,5,2,25,206104,40
825,LOAN00825,44,1793913,29,Divorced,Graduate,2,531305,Personal Loan,433843,60,10.25,9271,Average,0,0.42,61,66,13,513470,93196,0.18,1,0,0,0,0,270,4,99934,0,169,0,0,,,0,0,,2021-12-04,Active,93778,Monthly,51436,39519,56916,0.797,2,76,5,0.9266,1,0,0,Current,Current,2,55,,,,,,3,5,36,610749,10
826,LOAN00826,39,564806,27,Married,Graduate,1,56334,Personal Loan,1582342,72,12.34,31215,Poor,8,0.96,68,34,5,210014,144173,0.69,6,3,3,1,3,294,11,53552,3,105,90,7,,,1,1,2022-01-16,2021-07-25,Default,58928,Monthly,97272,74562,97799,0.2558,6,64,2,0.3963,11,90,90,90+ DPD,61-90 DPD,3,32,,,,,,4,6,4,120497,56
827,LOAN00827,29,498897,3,Single,High School,2,533549,Home Loan,1195139,12,17.49,109280,Good,0,0.53,66,98,5,2319033,1998948,0.86,2,0,0,0,0,102,4,304126,0,132,0,0,1374136.593688185,0.87,0,0,,2021-02-09,Active,286382,Monthly,48512,38044,68946,0.2247,2,32,5,0.8577,0,0,0,Current,Current,4,48,Property,Residential,,Tier-3,Yes,3,3,20,1874650,2
828,LOAN00828,48,1177222,22,Divorced,Graduate,18,296663,Auto Loan,930258,60,20.63,24973,Good,1,0.07,66,73,6,1845676,1125091,0.61,2,0,0,0,0,195,4,483110,1,192,0,0,1329606.132692464,0.7,0,0,,2020-01-29,Active,394368,Bi-Monthly,23423,21635,66624,0.3228,3,22,1,0.8011,0,0,0,Current,Current,1,47,Vehicle,,3.0,Tier-1,Yes,0,4,52,1680773,17
829,LOAN00829,35,1603004,17,Single,Graduate,18,678074,Education Loan,852385,84,8.83,13640,Good,0,0.23,97,65,13,602798,129039,0.21,0,0,0,0,0,110,1,608965,1,142,0,0,,,0,0,,2021-11-13,Active,516499,Monthly,178056,137266,80081,0.6173,3,66,0,0.8038,0,0,0,Current,Current,3,59,,,,,,4,4,59,673340,37
830,LOAN00830,29,700823,3,Married,Graduate,7,194967,Home Loan,1366701,60,20.19,36353,Average,1,0.48,66,90,13,1731096,1064119,0.61,0,1,0,0,0,56,0,613923,1,157,0,0,1440912.463100592,0.95,0,0,,2022-05-09,Active,637582,Bi-Monthly,25410,22653,81591,0.2659,1,10,6,0.9944,0,0,0,Current,Current,4,26,Property,Commercial,,Tier-3,Yes,4,1,51,1733040,31
831,LOAN00831,49,787823,7,Married,High School,1,529531,Auto Loan,282206,84,11.08,4843,Good,1,0.19,41,83,6,1478089,285722,0.19,2,0,0,0,0,35,3,138679,0,106,0,0,310278.4018945799,0.91,0,0,,2022-05-22,Active,139907,Bi-Monthly,75083,49650,52714,0.3189,2,72,7,0.9489,1,0,0,Current,Current,0,18,Vehicle,,4.0,Tier-1,No,7,2,43,978306,20
832,LOAN00832,28,332987,27,Divorced,Graduate,7,470771,Education Loan,1870362,36,20.05,69557,Average,1,0.19,35,95,14,378338,129701,0.34,1,1,0,0,0,267,2,301661,0,77,0,0,,,0,0,,2022-03-04,Active,322760,Bi-Monthly,185901,97750,28650,0.4707,0,75,1,0.938,0,0,0,Current,Current,1,52,,,,,,1,1,31,416766,58
833,LOAN00833,50,1914836,16,Married,Graduate,20,412867,Auto Loan,1173200,12,20.45,108931,Average,1,0.5,82,79,11,2912648,364891,0.13,2,1,0,0,0,25,5,83568,1,83,0,0,1413799.692709315,0.83,0,0,,2020-08-17,Active,85966,Monthly,67991,45475,15539,0.555,3,20,6,0.9689,0,0,0,Current,Current,2,29,Vehicle,,3.0,Tier-1,Yes,4,2,53,2810618,21
834,LOAN00834,28,2278744,10,Married,Graduate,3,37134,Personal Loan,532548,60,18.86,13773,Average,0,0.47,47,79,12,2816606,1380140,0.49,0,1,0,0,0,150,2,461016,1,182,0,0,,,0,0,,2021-03-27,Active,460504,Monthly,72331,53503,56723,0.2045,1,44,4,0.9214,1,0,0,Current,Current,4,36,,,,,,8,4,19,3173216,41
