Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Pct,EMI_Amount,Processing_Fee,Disbursal_Date,Loan_Status,Default,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Savings_Account_Balance,Checking_Account_Balance,No_of_Open_Accounts,No_of_Closed_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,No_of_Inquiries_12M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Oldest_Trade_Open_Months,Newest_Trade_Open_Months,Pay_History,Delinquency_12M,Credit_Card_Utilization,Behavior_Spending_Score,Behavior_Repayment_Score,Avg_Balance_6M,Avg_Balance_3M,Salary_Credit_Frequency,Avg_Monthly_Salary_Credit,Monthly_Spend,Cash_Withdrawal_3M,Merchant_Spend_Pct,Bounce_Count_6M,Negative_Balance_Days,Transaction_Count_3M,UPI_Txn_Count_3M,ECS_Mandate_Count,Pay_History_repay,Paid_On_Time_Pct,Late_Payment_Count_12M,Missed_Payment_Count,Max_DPD_3M,Max_DPD_6M,Max_DPD_12M,Current_DPD_Bucket,Prev_DPD_Bucket,Prepayment_Count,Total_EMI_Paid,Collateral_Type,Collateral_Value,LTV_Ratio,Property_Type,Vehicle_Age_Years,Collateral_Location_Tier,Collateral_Insurance
LOAN00188,188,Home Loan,1480136,12,13.3,132410,15816,2021-06-20,Default,1,35,1237763,17,Married,Postgraduate,8,196747,395345,8,2,2244059,1699487,0.02,3,8,0,0,0,0,56,355682,115,2,Average,4,0.09,12,44,158479,130272,Irregular,100943,64883,30940,0.3478,4,4,27,82,0,Average,0.7537,4,3,0,0,0,Current,Current,0,41,Residential Property,2438010.0,0.6071,Villa,,Tier-1,No
LOAN00189,189,Business Loan,835716,48,10.52,21405,16454,2020-02-03,Active,0,45,2450978,20,Divorced,Graduate,12,483016,369132,6,6,284746,603536,0.68,1,6,0,0,0,0,11,501041,93,8,Good,0,0.5,71,66,471378,452261,Bi-Monthly,188102,205724,9481,0.822,2,3,147,89,6,Good,0.9971,0,0,0,0,30,Current,Current,0,13,Commercial Property,1254526.0,0.6662,,,Tier-3,Yes
LOAN00190,190,Personal Loan,313035,72,15.41,6689,3134,2021-02-16,Default,1,39,638476,27,Divorced,Postgraduate,7,261797,306264,7,1,1325178,2068820,0.14,4,4,1,1,1,1,55,1891490,232,25,Poor,2,0.14,6,79,360551,363629,Monthly,52313,27720,48765,0.5014,7,11,13,45,7,Poor,0.3115,2,2,90,90,90,90+ DPD,61-90 DPD,0,22,,,,,,,
LOAN00191,191,Business Loan,1713799,60,11.31,37527,18486,2020-11-20,NPA,1,21,720818,24,Married,Graduate,19,89880,33372,1,2,2113798,551753,0.67,2,2,2,1,0,0,22,1768309,138,50,Average,4,0.03,24,20,55099,53484,Irregular,62880,42026,1692,0.5659,5,4,130,60,0,Average,0.8202,4,4,30,60,60,31-60 DPD,31-60 DPD,0,18,Inventory,2000717.0,0.8566,,,Tier-1,Yes
LOAN00192,192,Personal Loan,1746867,36,7.0,53938,18041,2020-02-09,Default,1,30,1224185,14,Married,Graduate,4,304503,421363,1,4,974251,1986794,0.12,3,5,2,2,2,3,48,299437,168,7,Good,0,0.08,83,19,341209,370755,Irregular,103920,113789,15804,0.7738,7,9,169,36,4,Good,0.9165,0,0,60,60,90,61-90 DPD,31-60 DPD,0,37,,,,,,,
LOAN00193,193,Business Loan,726986,36,12.15,24198,3840,2020-12-08,Active,0,22,269750,23,Married,Graduate,6,898379,135851,2,6,2370509,1022898,0.24,3,3,0,0,0,1,1,369981,213,1,Poor,0,0.8,97,23,959413,979668,Monthly,21144,16201,63701,0.5621,3,3,34,98,7,Poor,0.5217,0,0,0,90,90,Current,61-90 DPD,2,24,Commercial Property,882793.0,0.8235,,,Tier-2,Yes
LOAN00194,194,Business Loan,1503710,48,9.33,37655,14444,2019-01-09,Closed,0,33,771081,0,Married,PhD,6,911348,363838,7,5,961394,2287642,0.41,0,1,2,1,0,0,19,1739650,228,54,Poor,0,0.48,92,72,986466,993792,Bi-Monthly,62716,48629,206611,0.7943,3,0,21,46,1,Poor,0.4515,0,0,30,60,60,31-60 DPD,31-60 DPD,2,8,Inventory,1741219.0,0.8636,,,Tier-2,Yes
LOAN00195,195,Business Loan,1999728,12,13.66,179230,20680,2022-09-28,Active,0,45,1500894,4,Married,Graduate,12,274488,148056,1,6,992825,875019,0.58,1,3,2,1,0,0,32,1346800,136,35,Poor,3,0.91,4,17,264554,253985,Monthly,134298,54772,40377,0.7454,0,3,67,38,7,Poor,0.5207,3,2,30,30,30,31-60 DPD,1-30 DPD,2,11,Commercial Property,2914812.0,0.6861,,,Tier-3,Yes
LOAN00196,196,Education Loan,321496,24,11.37,15039,5182,2020-12-28,Default,1,52,1277741,5,Married,Graduate,13,261686,114102,10,3,2289606,1794952,0.81,2,6,2,1,0,0,7,1200265,57,34,Good,1,0.74,38,61,225394,218597,Monthly,112662,129064,60818,0.2274,5,17,44,14,5,Good,0.8172,1,1,30,90,90,31-60 DPD,61-90 DPD,0,18,,,,,,,
LOAN00197,197,Personal Loan,267684,60,11.21,5848,1558,2022-11-23,Active,0,60,2179383,9,Single,Postgraduate,12,552006,49580,9,3,2373737,525571,0.91,0,2,0,0,0,1,57,1278727,235,3,Poor,0,0.2,6,97,579552,570342,Bi-Monthly,172967,162805,93876,0.7425,2,3,113,27,5,Poor,0.3683,0,0,0,30,30,Current,1-30 DPD,0,13,,,,,,,
LOAN00198,198,Education Loan,1319904,24,11.44,61787,10483,2020-08-27,Active,0,58,395283,0,Single,PhD,8,820001,39382,10,7,2495559,351244,0.58,0,3,0,0,0,0,19,441465,164,30,Poor,2,0.28,17,91,840268,824721,Irregular,31237,14622,39586,0.8814,3,2,31,53,9,Poor,0.2797,2,1,0,15,15,Current,Current,1,44,,,,,,,
LOAN00199,199,Business Loan,497492,36,13.21,16812,5876,2020-01-31,Closed,0,39,1315510,25,Single,High School,18,459362,179866,4,5,1206701,1290687,0.94,1,5,1,1,0,0,33,1930503,209,15,Average,1,0.88,1,53,505187,511629,Bi-Monthly,98765,91864,95475,0.7149,3,4,58,76,3,Average,0.6365,1,1,30,30,90,31-60 DPD,1-30 DPD,0,9,Machinery,609534.0,0.8162,,,Tier-1,Yes
LOAN00200,200,Personal Loan,1186533,60,15.18,28339,9994,2022-09-23,Default,1,23,544931,15,Single,Graduate,8,715186,21929,8,2,776714,1473068,0.39,4,4,1,0,0,0,39,1101689,14,14,Good,2,0.59,8,62,711892,735994,Monthly,48023,30153,82447,0.4954,2,11,159,52,1,Good,0.8403,2,1,15,15,90,1-30 DPD,Current,0,28,,,,,,,
LOAN00201,201,Personal Loan,1312528,36,16.06,46183,9386,2022-09-29,NPA,1,51,1062800,9,Married,Graduate,19,696731,387165,6,1,2404721,768842,0.57,0,4,2,2,1,2,5,657589,150,11,Good,0,0.86,36,99,779807,765412,Monthly,97096,83231,88960,0.6812,4,8,55,70,8,Good,0.9498,0,0,90,90,90,90+ DPD,61-90 DPD,0,55,,,,,,,
LOAN00202,202,Home Loan,818747,24,8.67,37280,7435,2019-12-18,Default,1,37,1877289,5,Married,PhD,3,969518,443306,11,5,957188,1844935,0.69,0,1,0,0,0,0,40,1206962,239,48,Good,3,0.12,62,20,1046229,1049539,Monthly,154506,151355,123465,0.5058,4,13,135,51,8,Good,0.8261,3,3,0,30,30,Current,1-30 DPD,0,62,Residential Property,938826.0,0.8721,Apartment,,Tier-2,Yes
LOAN00203,203,Home Loan,1813574,60,10.5,38980,18744,2022-08-03,Default,1,50,2417333,2,Single,Graduate,8,320449,89948,7,5,726738,2468697,0.05,3,5,0,0,0,2,51,480902,53,51,Poor,2,0.66,31,18,275064,300113,Monthly,208477,113462,13775,0.2243,6,4,115,23,9,Poor,0.5443,2,2,0,0,0,Current,Current,0,2,Residential Property,3239722.0,0.5598,Apartment,,Tier-2,Yes
LOAN00204,204,Personal Loan,243502,36,13.05,8210,2238,2020-06-18,Closed,0,55,2019629,8,Single,Postgraduate,14,582650,291980,4,1,2545277,976656,0.82,1,6,0,0,0,0,50,208403,95,18,Good,3,0.97,27,52,538613,517107,,162357,135360,90806,0.3065,2,0,52,46,0,Good,0.8481,3,3,0,60,90,Current,31-60 DPD,0,45,,,,,,,
LOAN00205,205,Education Loan,980016,24,11.83,46054,8737,2022-09-07,Active,0,39,595013,1,Divorced,High School,16,50827,48478,8,0,1369057,1925443,0.38,1,1,0,0,0,0,45,624854,200,10,Good,4,0.96,40,56,6591,21666,,52474,22948,1393,0.2241,2,2,114,22,2,Good,0.9791,4,4,0,15,15,Current,Current,1,5,,,,,,,
LOAN00206,206,Personal Loan,1970438,60,7.0,39017,34731,2021-05-03,Default,1,26,1209351,6,Married,Graduate,2,218788,215836,3,0,2427604,470813,0.22,2,2,0,0,0,0,9,1604584,89,58,Good,0,0.78,12,97,173767,179955,Monthly,105881,88087,5597,0.5812,6,15,44,78,5,Good,0.8793,0,0,0,60,60,Current,31-60 DPD,0,60,,,,,,,
LOAN00207,207,Business Loan,447741,48,7.0,10721,7791,2022-12-17,Closed,0,22,1574697,6,Married,Postgraduate,17,430347,306197,10,3,2684960,561230,0.52,4,6,0,0,0,0,55,1815381,43,17,Good,1,0.52,50,50,504166,483372,Monthly,141366,112865,114162,0.5203,0,1,31,0,5,Good,0.8438,1,1,0,30,30,Current,1-30 DPD,0,58,Inventory,581652.0,0.7698,,,Tier-1,Yes
LOAN00208,208,Home Loan,171323,12,12.58,15268,2128,2020-04-18,Active,0,58,1804443,3,Married,PhD,9,967786,214075,8,4,2684351,1900033,0.77,1,2,0,0,0,1,21,1755878,140,20,Average,0,0.8,70,100,963338,939316,Monthly,136706,127666,118654,0.1543,0,2,108,17,7,Average,0.562,0,0,0,15,60,Current,Current,0,48,Residential Property,272708.0,0.6282,Apartment,,Tier-3,Yes
LOAN00209,209,Personal Loan,765944,24,7.0,34293,5006,2021-04-16,Default,1,49,379799,10,Married,High School,1,365706,442258,3,7,2130908,532209,0.62,0,4,0,0,0,1,28,218741,219,12,Good,2,0.95,28,62,413449,392510,Monthly,29375,30057,81527,0.6308,2,10,114,89,7,Good,0.8049,2,2,0,90,90,Current,61-90 DPD,0,62,,,,,,,
LOAN00210,210,Home Loan,544565,36,8.84,17276,10218,2020-12-08,Default,1,27,1613504,25,Single,PhD,5,720510,153395,1,1,2686852,1462763,0.65,1,2,1,0,0,0,54,398892,47,32,Good,0,0.66,58,56,736171,755512,Monthly,126436,120818,159882,0.3821,5,19,171,58,8,Good,0.9595,0,0,15,30,30,1-30 DPD,1-30 DPD,0,24,Residential Property,784710.0,0.694,Plot,,Tier-3,Yes
LOAN00211,211,Home Loan,226286,24,13.08,10766,1511,2022-09-06,Closed,0,26,1809381,11,Married,High School,2,471876,370792,7,1,280020,1128320,0.7,0,5,0,0,0,1,55,340111,63,20,Average,2,0.33,28,8,439293,444475,Irregular,139374,109589,69170,0.8478,0,0,81,95,5,Average,0.7339,2,1,0,60,60,Current,31-60 DPD,0,35,Residential Property,270340.0,0.837,Apartment,,Tier-3,Yes
LOAN00212,212,Auto Loan,908089,24,12.14,42806,5584,2021-03-29,Active,0,25,250874,11,Single,PhD,1,170129,408125,5,1,1178447,967445,0.56,1,2,0,0,0,1,41,1161882,149,18,Average,0,0.34,70,10,242746,236345,Bi-Monthly,19395,14780,70244,0.2436,2,1,159,58,1,Average,0.7441,0,0,0,90,90,Current,61-90 DPD,0,45,Vehicle,1048393.0,0.8662,,3.0,Tier-2,No
LOAN00213,213,Auto Loan,1291496,60,10.16,27542,21334,2019-01-08,NPA,1,56,543100,14,Married,High School,13,138327,35550,2,3,314857,845520,0.71,0,2,0,0,0,0,49,1299346,81,41,Average,0,0.15,56,85,154591,141932,Monthly,44671,33910,12071,0.5823,4,6,18,6,6,Average,0.7203,0,0,0,90,90,Current,61-90 DPD,0,48,Vehicle,1666222.0,0.7751,,11.0,Tier-3,Yes
LOAN00214,214,Personal Loan,1596384,36,8.65,50504,21337,2019-08-19,Closed,0,54,2183439,29,Single,PhD,3,695790,40614,4,4,484032,1199187,0.9,2,5,0,0,0,0,15,210437,210,7,Good,4,0.88,96,55,653226,680717,Monthly,191009,79981,109490,0.3553,1,3,77,0,0,Good,0.8584,4,3,0,30,30,Current,1-30 DPD,0,34,,,,,,,
LOAN00215,215,Home Loan,714025,24,11.87,33568,10072,2021-10-24,Active,0,46,213865,23,Single,Graduate,1,269212,464911,1,4,1760469,1894844,0.12,1,1,0,0,0,0,22,1372204,149,39,Average,4,0.09,21,92,248260,250271,Irregular,16198,11369,45066,0.2369,2,4,167,95,3,Average,0.7347,4,4,0,90,90,Current,61-90 DPD,0,25,Residential Property,1112852.0,0.6416,Apartment,,Tier-3,Yes
LOAN00216,216,Auto Loan,75498,12,8.1,6570,813,2021-12-25,Default,1,25,1689629,20,Single,High School,8,346940,97252,4,6,2449723,1962888,0.29,1,5,2,2,2,0,58,606037,212,17,Poor,0,0.62,59,36,443615,439603,Bi-Monthly,134979,115617,48484,0.3437,3,4,141,35,0,Poor,0.2252,0,0,90,90,90,90+ DPD,61-90 DPD,0,63,Vehicle,134245.0,0.5624,,5.0,Tier-1,Yes
LOAN00217,217,Home Loan,385138,48,14.43,10607,7107,2020-02-19,Closed,0,63,1726889,28,Divorced,Postgraduate,13,545346,356011,8,3,1347575,623752,0.63,2,3,0,0,0,1,24,794633,12,12,Poor,0,0.52,57,80,642376,635038,Monthly,150520,105218,85385,0.3184,0,1,154,82,6,Poor,0.4223,0,0,0,0,0,Current,Current,0,24,Residential Property,464968.0,0.8283,Villa,,Tier-1,Yes
LOAN00218,218,Education Loan,1036761,48,12.8,27710,6557,2019-01-03,Closed,0,34,232375,3,Married,PhD,7,161890,247212,3,7,2612329,914388,0.52,2,6,1,1,0,0,8,1857593,196,36,Good,1,0.35,5,5,231155,223856,Monthly,17768,17076,58953,0.4772,2,1,128,89,1,Good,0.8647,1,1,30,30,30,31-60 DPD,1-30 DPD,0,68,,,,,,,
LOAN00219,219,Personal Loan,492508,24,13.91,23625,9650,2021-12-05,Default,1,50,1979176,26,Single,High School,11,110541,368748,10,1,1466503,2286378,0.89,4,7,0,0,0,0,49,1264191,24,24,Average,3,0.82,92,90,118839,116363,Monthly,179627,149925,1544,0.2176,7,8,8,64,1,Average,0.5796,3,2,0,15,15,Current,Current,0,7,,,,,,,
LOAN00220,220,Personal Loan,1642872,72,14.8,34560,24845,2020-09-27,NPA,1,33,997635,25,Married,Postgraduate,19,467686,340640,5,1,494024,2337012,0.97,1,4,1,0,0,1,54,424510,232,40,Good,1,0.68,71,17,509671,522470,Monthly,85942,59878,29550,0.7582,3,10,136,73,5,Good,0.9518,1,1,15,30,30,1-30 DPD,1-30 DPD,0,54,,,,,,,
LOAN00221,221,Home Loan,1828176,12,11.91,162354,34181,2022-10-08,Active,0,29,813058,20,Single,Graduate,14,546314,375251,8,1,1788670,277480,0.09,1,6,0,0,0,2,41,1385165,142,36,Good,1,0.15,46,75,521041,516694,Monthly,69184,58871,103857,0.254,0,1,29,30,8,Good,0.9348,1,1,0,30,30,Current,1-30 DPD,1,71,Residential Property,2740068.0,0.6672,Apartment,,Tier-1,Yes
LOAN00222,222,Home Loan,106728,24,14.35,5141,1343,2019-12-09,Default,1,35,412005,4,Married,High School,16,899368,483614,2,5,2684746,873337,0.56,3,4,1,1,1,3,24,143349,72,15,Poor,3,0.7,36,76,862645,842171,Monthly,32529,14138,127648,0.3488,2,11,116,92,9,Poor,0.3775,3,2,60,60,60,61-90 DPD,31-60 DPD,0,19,Residential Property,145138.0,0.7354,Apartment,,Tier-2,Yes
LOAN00223,223,Home Loan,1037849,24,12.61,49151,15882,2021-11-12,Default,1,40,658525,7,Married,High School,1,765224,445998,3,3,299412,1004312,0.99,0,1,0,0,0,1,45,401290,29,29,Good,1,0.62,97,70,798218,792521,,50677,46206,70591,0.8428,2,8,77,12,6,Good,0.8545,1,0,0,0,15,Current,Current,0,65,Residential Property,1580754.0,0.6566,Apartment,,Tier-3,No
LOAN00224,224,Home Loan,1235648,12,12.81,110254,21432,2021-06-28,Active,0,34,332590,2,Single,Graduate,12,420975,153828,3,7,809885,1301073,0.42,0,3,1,0,0,0,33,925092,234,16,Good,1,0.52,9,94,490467,484757,Monthly,26681,28238,51693,0.1985,3,2,23,67,7,Good,0.9537,1,1,15,15,60,1-30 DPD,Current,0,32,Residential Property,1379435.0,0.8958,Apartment,,Tier-2,No
LOAN00225,225,Personal Loan,115071,36,10.49,3739,802,2020-02-25,NPA,1,42,238169,7,Divorced,Postgraduate,10,462018,294420,3,7,2004459,743455,0.86,2,6,0,0,0,0,7,687780,114,14,Good,1,0.65,39,33,507307,503636,Monthly,21231,19485,142169,0.5426,6,4,74,91,2,Good,0.8941,1,0,0,90,90,Current,61-90 DPD,0,31,,,,,,,
LOAN00226,226,Education Loan,1046454,12,11.26,92614,18031,2020-06-24,Active,0,63,1938389,20,Single,High School,1,727340,284892,1,6,2070322,2244013,1.0,3,4,1,1,1,2,36,1808786,17,12,Average,0,0.85,10,47,777096,763033,Monthly,167113,116533,102431,0.1793,3,4,44,42,9,Average,0.7208,0,0,90,90,90,90+ DPD,61-90 DPD,1,28,,,,,,,
LOAN00227,227,Home Loan,284583,60,8.86,5888,1563,2021-05-03,Active,0,32,2080652,3,Single,Postgraduate,19,867102,334505,7,4,911847,1877878,0.05,0,4,1,0,0,0,45,1148930,176,45,Average,1,0.59,53,10,916240,890854,Irregular,183528,198542,104134,0.0303,0,4,88,40,7,Average,0.8192,1,0,15,15,15,1-30 DPD,Current,0,47,Residential Property,452626.0,0.6287,Apartment,,Tier-2,Yes
LOAN00228,228,Personal Loan,974750,36,10.93,31879,13447,2021-08-16,Default,1,42,2070351,4,Married,Graduate,2,402654,130453,6,6,166928,696434,0.26,1,6,0,0,0,3,4,844161,151,30,Good,1,0.21,45,7,484420,488447,Bi-Monthly,160373,76503,55731,0.4874,6,10,29,17,1,Good,0.8038,1,1,0,15,15,Current,Current,0,58,,,,,,,
LOAN00229,229,Auto Loan,358657,60,16.4,8798,3633,2022-02-21,NPA,1,59,1453337,22,Married,Graduate,17,626812,294568,1,7,926385,24160,0.58,2,3,0,0,0,1,59,1456326,135,47,Average,0,0.0,58,80,593007,615441,Irregular,131129,70700,173542,0.5412,5,13,129,19,6,Average,0.7044,0,0,0,90,90,Current,61-90 DPD,0,32,Vehicle,520345.0,0.6893,,1.0,Tier-1,Yes
LOAN00230,230,Personal Loan,990971,24,10.38,45902,19482,2021-12-23,Active,0,60,1107562,4,Divorced,Graduate,18,568815,265369,5,1,2277334,1343187,0.7,3,4,1,0,0,2,31,1583739,226,14,Poor,0,0.1,21,45,564706,570296,Monthly,99642,72048,102530,0.6807,3,3,173,66,7,Poor,0.3735,0,0,15,90,90,1-30 DPD,61-90 DPD,3,44,,,,,,,
LOAN00231,231,Personal Loan,228048,24,13.67,10913,3712,2022-07-06,Active,0,46,1671989,4,Divorced,Postgraduate,12,564731,2006,2,3,541628,714232,0.68,0,3,0,0,0,3,50,223469,211,14,Poor,0,0.58,1,98,584516,581777,Monthly,127915,61030,41680,0.5533,1,3,162,87,3,Poor,0.2521,0,0,0,0,0,Current,Current,3,20,,,,,,,
LOAN00232,232,Home Loan,1995716,60,13.16,45572,21230,2022-06-23,Active,0,27,1089934,2,Single,Graduate,3,556896,322549,5,4,915006,1218492,0.64,2,4,0,0,0,2,40,222956,62,34,Good,2,0.24,71,77,536613,558931,Monthly,95334,60019,105050,0.3941,3,3,118,54,8,Good,0.9512,2,2,0,60,90,Current,31-60 DPD,0,49,Residential Property,2546215.0,0.7838,Apartment,,Tier-3,Yes
LOAN00233,233,Home Loan,428493,24,7.0,19184,6095,2022-07-17,Active,0,48,691637,18,Married,Postgraduate,11,497962,369111,2,4,1689435,495380,0.55,3,3,2,1,1,1,59,105938,213,12,Average,0,0.97,36,78,502206,493865,Irregular,53799,53022,92319,0.118,2,1,80,53,6,Average,0.7611,0,0,60,60,90,61-90 DPD,31-60 DPD,0,59,Residential Property,482626.0,0.8878,Apartment,,Tier-3,No
LOAN00234,234,Auto Loan,1173606,36,8.76,37189,8190,2022-05-25,Active,0,54,1101484,12,Divorced,Graduate,19,678649,237205,7,5,2164875,153859,0.34,1,3,0,0,0,1,8,120200,133,24,Poor,1,0.11,43,84,761935,737094,Monthly,90139,58811,177468,0.2353,2,3,41,51,7,Poor,0.3969,1,0,0,30,30,Current,1-30 DPD,0,16,Vehicle,1351923.0,0.8681,,2.0,Tier-2,Yes
LOAN00235,235,Home Loan,339838,36,13.46,11525,5144,2020-08-11,Active,0,61,1484075,22,Married,Postgraduate,3,399670,238151,1,5,1476032,1777634,0.4,3,4,0,0,0,1,36,1599732,152,56,Average,3,0.23,48,13,438900,424347,Bi-Monthly,126056,150963,15812,0.3452,0,4,154,91,3,Average,0.576,3,3,0,90,90,Current,61-90 DPD,3,43,Residential Property,599108.0,0.5672,Independent House,,Tier-2,Yes
LOAN00236,236,Personal Loan,1127123,72,9.01,20322,9802,2020-02-15,Active,0,61,947990,7,Married,High School,15,695623,223108,11,1,805817,2463838,0.14,0,5,0,0,0,0,5,709161,130,29,Good,4,0.29,86,27,752596,727168,Monthly,85940,43062,123485,0.4562,2,2,31,94,7,Good,0.8763,4,4,0,30,90,Current,1-30 DPD,0,49,,,,,,,
LOAN00237,237,Personal Loan,894936,48,12.77,23906,15098,2019-02-12,Default,1,25,1506912,18,Single,Graduate,14,195840,59072,7,6,1500132,710578,0.85,3,6,0,0,0,1,2,1206849,78,50,Good,1,0.76,30,50,278464,269243,Monthly,114524,103427,52427,0.5559,3,7,106,17,6,Good,0.9917,1,1,0,0,0,Current,Current,0,47,,,,,,,
LOAN00238,238,Personal Loan,309323,60,9.61,6512,2843,2019-08-04,Closed,0,55,2048265,19,Married,Graduate,14,802559,40368,11,6,169509,598957,0.42,0,1,0,0,0,0,34,1719507,225,18,Poor,3,0.09,23,25,788606,762342,,172589,179328,213338,0.5624,3,0,148,77,6,Poor,0.4455,3,3,0,0,30,Current,Current,0,6,,,,,,,
LOAN00239,239,Business Loan,71583,24,12.23,3377,368,2020-09-21,Active,0,55,2148343,0,Married,Graduate,7,355155,178023,1,1,1698940,2213329,0.61,3,7,2,2,2,0,14,1850567,46,4,Good,1,0.51,69,100,349950,354628,Monthly,189143,175504,51148,0.367,3,2,53,3,7,Good,0.9505,1,0,60,60,90,61-90 DPD,31-60 DPD,0,63,Inventory,109755.0,0.6522,,,Tier-2,No
LOAN00240,240,Auto Loan,312540,12,7.5,27115,1652,2019-06-04,Default,1,59,441206,13,Married,PhD,19,980859,170987,6,6,986721,567954,0.3,1,3,1,1,0,0,14,1190395,90,21,Poor,3,0.23,72,61,1058650,1074673,,39412,41725,19780,0.2392,4,16,40,97,6,Poor,0.555,3,3,30,60,60,31-60 DPD,31-60 DPD,0,39,Vehicle,475308.0,0.6576,,5.0,Tier-1,Yes
LOAN00241,241,Home Loan,1970545,36,8.87,62543,18679,2022-04-03,Default,1,22,1004305,21,Married,Graduate,16,89358,23267,9,1,77380,1574026,0.11,2,3,0,0,0,0,48,214953,194,44,Good,0,0.62,66,84,176658,156188,Monthly,91584,58239,21837,0.3176,2,13,36,72,0,Good,0.876,0,0,0,15,15,Current,Current,0,12,Residential Property,3182881.0,0.6191,Apartment,,Tier-2,Yes
LOAN00242,242,Home Loan,1737819,36,16.13,61208,20836,2019-03-07,NPA,1,37,2367781,13,Single,Graduate,7,336502,476371,2,4,2201324,1388507,0.55,4,5,1,1,0,1,47,755680,75,34,Average,0,0.33,43,39,289573,314115,Irregular,187568,207426,19563,0.8847,2,8,26,81,8,Average,0.8405,0,0,30,30,60,31-60 DPD,1-30 DPD,0,25,Residential Property,2093404.0,0.8301,Apartment,,Tier-1,Yes
LOAN00243,243,Home Loan,754882,60,15.54,18173,12281,2019-04-30,Active,0,27,2157552,6,Divorced,High School,7,712274,96702,7,3,195466,1735903,0.64,0,2,0,0,0,1,55,1213831,17,17,Poor,3,0.99,70,15,743492,731551,Monthly,176396,170479,10186,0.6687,1,2,106,92,7,Poor,0.4763,3,2,0,30,30,Current,1-30 DPD,1,54,Residential Property,949244.0,0.7952,Apartment,,Tier-1,No
LOAN00244,244,Personal Loan,1550154,36,8.83,49171,26549,2021-05-03,NPA,1,21,1817993,19,Married,PhD,17,975833,173992,2,2,2789929,1083116,0.95,2,7,0,0,0,2,21,1934293,100,20,Average,0,0.49,5,73,1016071,997407,Monthly,163120,122228,32708,0.3823,7,10,31,9,2,Average,0.7324,0,0,0,0,30,Current,Current,0,60,,,,,,,
LOAN00245,245,Auto Loan,1256908,60,15.04,29928,11572,2020-09-05,Default,1,42,1212765,12,Married,Graduate,11,116154,150747,2,7,1598023,2062678,0.63,3,7,0,0,0,0,26,556429,182,7,Poor,3,0.65,61,42,149051,178297,Monthly,95183,104248,31560,0.9148,7,14,98,77,5,Poor,0.3315,3,3,0,15,15,Current,Current,0,42,Vehicle,1982850.0,0.6339,,6.0,Tier-2,Yes
LOAN00246,246,Business Loan,1288074,24,14.67,62252,16483,2021-01-26,Closed,0,22,2012666,28,Married,High School,18,43980,53347,2,4,1125722,235610,0.53,1,3,0,0,0,0,22,1955811,198,13,Average,0,0.42,34,26,91497,62940,Bi-Monthly,181922,93736,1535,0.6697,1,2,23,15,7,Average,0.6553,0,0,0,15,15,Current,Current,0,56,Commercial Property,1803649.0,0.7141,,,Tier-2,Yes
LOAN00247,247,Home Loan,1154823,72,11.89,22511,13045,2022-02-15,NPA,1,24,2060773,14,Married,Graduate,7,539150,456877,4,1,113117,1849457,0.68,3,7,2,1,0,0,53,463099,150,56,Average,4,0.81,62,24,492676,486017,Bi-Monthly,172235,141018,37046,0.704,4,19,158,8,2,Average,0.8394,4,4,30,30,30,31-60 DPD,1-30 DPD,0,65,Residential Property,2007131.0,0.5754,Villa,,Tier-1,Yes
LOAN00248,248,Personal Loan,1585836,24,14.73,76688,12944,2022-07-06,Active,0,52,1972381,16,Married,High School,18,443774,418987,5,4,2716962,2242646,0.35,4,8,0,0,0,0,52,320293,54,30,Poor,0,0.6,54,58,503752,494090,,158532,85954,28329,0.759,0,4,17,84,8,Poor,0.2781,0,0,0,15,30,Current,Current,1,66,,,,,,,
LOAN00249,249,Home Loan,1823460,60,10.85,39510,13464,2022-12-26,Active,0,26,1047814,6,Single,PhD,12,721861,270477,11,0,2754171,157945,0.56,1,4,0,0,0,0,15,462663,179,58,Poor,0,0.29,55,83,799190,803720,Monthly,96037,95199,214320,0.5304,1,1,97,97,4,Poor,0.4747,0,0,0,15,15,Current,Current,0,7,Residential Property,2816740.0,0.6474,Villa,,Tier-2,Yes
LOAN00250,250,Personal Loan,1107933,60,15.53,26666,6631,2022-04-19,Active,0,30,2249809,3,Divorced,Graduate,7,600838,146926,11,3,2395051,1760865,0.75,4,9,1,1,1,0,23,1185468,164,9,Average,1,0.38,48,33,673078,664837,Bi-Monthly,196482,181796,154726,0.4357,2,4,136,31,7,Average,0.7001,1,1,60,60,60,61-90 DPD,31-60 DPD,0,12,,,,,,,
LOAN00251,251,Home Loan,1708197,12,11.88,151675,33651,2022-03-23,NPA,1,54,1218906,20,Married,Graduate,7,697892,131626,7,4,811318,211225,0.18,3,7,2,1,1,1,37,1884869,73,23,Good,0,0.5,95,65,696230,683000,Monthly,95614,112532,48101,0.3232,4,3,57,48,2,Good,0.8162,0,0,60,60,60,61-90 DPD,31-60 DPD,0,49,Residential Property,2015611.0,0.8475,Apartment,,Tier-3,Yes
